cid,cname,cp,img,info,study_c,les_c,price,mg
1210663802,有意思的Python零基础入门教程,乐学偶得,https://edu-image.nosdn.127.net/932b41caf59c444088510161f15dfbe5.jpg?imageView&quality=100&crop=0_8_900_491,乐学偶得创新编程学习前500名KickStarter阶段可享受99元购课，并可免费开通后续上线的价值999元的所有副本任务与资料片内容。0.资料片《我，赛博格IamWilliam，IamaCyborg》1.《荣升之路Upgrading》（爬虫与自动化方向副本任务）2.《深邃之眼Watchdog》（人工智能与数据分析方向副本任务）3.《大变革Revolution》（全栈工程师与网络安全方向副本任务）4.《致命游戏ShowHand》(小游戏开发方向副本任务)正在连载ing~乐学偶得独家推出《Pythoner的奇幻冒险》系列科幻剧情教育产品。将独家的先进技术、引人入胜的制作与扣人心弦的互动剧情相结合。跟着我们一起，像看电影一样学习Python吧～《Pythoner的奇幻冒险》第一季正在更新ing，目前已经更新大纲如下：如下：1.《序章》2.《命令行模式与交互模式》3.《附加知识模块》4.《重要打印函数》5.《用输入函数交互》6.《变量与数据类型》7.《重要数据类型-list》8.《重要数据类型-tuple》9.《重要数据类型-dict》10.《重要数据类型-set》11.《复杂条件判断程序》12.《批量执行任务必备-循环》13.《可以自由的创造了-函数》欢迎各位小伙伴加入哦～,269,57,99.0,2
1210393211,13小时掌握python爬虫必杀技,锐亚教育,https://edu-image.nosdn.127.net/170af39f8dfb43438f577d19df78f160.jpg?imageView&quality=100&crop=0_0_746_418,在本套课程中您还将学习到以下内容：1、爬虫常用的Python类库：request、re、pymysql、peewee、beautifulsoup、lxml、urllib、pickle、json、threading、concurrent.futures、selenium、smtplib、fake_useragent等。2、通过实战，边学边练Python多线程技术，整体搞定单线程、多线程和线程池的处理3、实战模拟登录，解决登陆时的验证码。4、应对网站的反爬虫机制。5、加倍开发速度的Scrapy框架6、真正把数据用起来：爬取的新闻自动放入Kindle，解决你每天用电脑和手机看新闻看瞎了钛合金双眼的问题。7、在微信里实时接收爬虫程序发出的消息，您可以用它第一时间知道感兴趣的新闻，第一时间了解朋友的动态。就只需要这一套总时长在20小时以内的课程，您就可以将爬虫技术应用在实际生活中了，并且您学到的绝不只是爬虫的初级入门知识！课程所需软件（安装文件都有提供）：Python3.8.2MySQL5PyCharmSQLYog（或其它可以控制MySQL数据库的客户端程序）咨询本课程加入锐亚售前咨询QQ群：343866157成功报名本课程的同学请加入锐亚Python爬虫学习群：433202311（备注课程订单号）微信搜索：“锐亚教育”公众号，关注公众号，领取课程优惠卷。,966,121,199.0,2
1210060882,零基础_第一行Python代码,乐上轻至,https://edu-image.nosdn.127.net/f99403b9c6e1414cac5d59736c59c474.jpg?imageView&quality=100&crop=0_2_2200_1234,Python人工智能零基础入门，学习完此季课程可以实现零基础编写一个属于自己的迷你爬虫，爬取互联网各大站点的图片和有价值的数据。为后续的数据分析、机器学习、人工智能打下坚实基础!,3051,28,0.0,2
1209669815,Python基础AI数据分析少儿编程,领跑编程学院,https://edu-image.nosdn.127.net/19b1490747dc40c9aaf041eb6ab03def.jpg?imageView&quality=100&crop=0_0_1080_609,"20优惠券+10万字笔记发票领取+素材网站1年VIP+一对一答疑下单前！下单前！先咨询微信447565846课程目标帮助学员快速掌握Python入门到进阶内容：1.八大数据类型2.语句函数3.迭代循环4.面向对象适用人群：无任何编程基础学员；其它开发语言经验转学python学员；想全面了解python知识点学员课程亮点一图胜千言，让文科生都能看得懂的python教程！！！另外加详细的笔记作为辅助工具,500多条笔记帮助学员快速掌握Python500多个知识点。1.图解Python：用80多张原创图表表述所有知识点，让学员轻松学习，快速掌握知识要2.笔记Python：用500条笔记串连所有知识点，让学员从一点一滴积累，学习过程无压力3.笔记标题采用关键字标识法，帮助学员更加容易记住知识点4.笔记以超链接形式让知识点关联起来，形式知识体系5.采用先概念后实例再应用方式，知识点深入浅出6.提供授课内容笔记作为课后复习以及工作备查工具",420,180,199.0,3
1209579842,Java高薪之路系列之(2)Java Web,乐学偶得,https://edu-image.nosdn.127.net/95826095a49f473da78b15d7e970bdb4.PNG?imageView&quality=100&crop=0_0_900_499,本课程为乐学偶得原创出品--该课程永久有效--欢迎大家加入哦~O(∩_∩)O~本课程为《Java高薪之路》系列课程的JavaWeb方向，让您着手开始JavaWeb核心开发，共44节课，已经完全更新完毕。本课程已完结，走在技术前沿，用实力说话本课程涉及1.Web服务入门2.JavaWeb环境搭建3.Tomcat4.Eclipse+Tomcat5.Servlet6.JSP7.Debug方法与答疑8.部署描述xml9.JSP与Servlet本质10.本地部署JavaWeb项目11.云计算平台Java与安卓1000+系列课程正新课优惠，100元优惠券在下方点击领取更多好课Python，C#，游戏开发，全栈开发，金融量化欢迎点击下方网易云课堂乐学偶得网校~(^▽^)~,445,122,199.0,2
1209519806,Excel+VBA+JavaScript自动办公,乐学偶得,https://edu-image.nosdn.127.net/567ec691fd5d4a12a6526c6e1f0063a3.png?imageView&quality=100&crop=0_0_900_499,VBA技术能够让您将我们办公学习场合非常熟悉的Excel玩出新花样。通过本课程的学习，能够极大地提升您的办公效率，让您职场得意~本课程包括以下内容：1.VBA入门2.JavaScript入门3.VBA+Excel混合开发自动办公4.Javascript+Excel混合开发自动办公欢迎各位小伙伴加入哦~,1451,180,150.0,3
1209570801,Java高薪之路系列之(1)入门篇,乐学偶得,https://edu-image.nosdn.127.net/58455a8f5d5b4ce9b389978d3eed6d9b.PNG?imageView&quality=100&crop=0_0_902_499,本课荣获：网易云课堂2019IT类目年度好课2019细分领域最值得推荐的好课各类原创课程笔记、干货、免费福利，公众号：乐学Fintech本课程为《Java高薪之路》的Java零基础入门部分，让您快速上手Java编程，为Java网站开发，安卓程序设计与开发打下基础。本课程已完结，走在技术前沿，用实力说话本课程涉及1.Java安装配置2.Java基础语法3.Java数据类型4.Java中的常量与变量5.Java中的控制流与函数6.Java中的循环Java与安卓1000+系列课程正新课优惠，100元优惠券在下方点击领取更多好课Python，C#，游戏开发，全栈开发，金融量化欢迎点击下方网易云课堂乐学偶得网校~(^▽^)~,29678,242,199.0,3
1209527803,C#(Unity游戏安卓苹果开发基础),乐学偶得,https://edu-image.nosdn.127.net/fcccfdd4a5ea4eafa074909b6993a8d0.png?imageView&quality=100&crop=0_0_900_499,本课程通过介绍C#零基础入门与进阶概念，让大家逐步掌握C#的编程能力，在这个基础之上，你可以把你设想的编程Idea好点子通过C#变为现实，为了梦想成真，让我们一起加油吧~,1509,38,199.0,3
1209505873,Android安卓Java+Kotlin+C#Unity,乐学偶得,https://edu-image.nosdn.127.net/05aa90efdb0e4b7ca57e630d3ee6eaa7.png?imageView&quality=100&crop=1_0_878_489,真正网易云课堂认证安卓零基础入门到实战开发精品课程课程内容为乐学偶得独家教研，拥有完全的知识产权与著作权内容更新主要部分使用最新的Android10+AndroidX+SDK29+Java11LTS品质精良课程由乐学偶得多位十余年海外软件研发经验的教研，将最先进的技术与接地气的讲解结合，助大家轻松从零基础入门安卓，并开发出属于自己的APP更多独家课程不仅有Java，更有:1.Google官方力荐的更便捷，强大的Kotlin与Kotlin+Java混合开发技术(Google的口号KolinisthebetterJava)2.微软官方力荐的C#，Xamarin与Unity等跨平台App与游戏开发技术在安卓系统的实战跨平台开发与混合开发为欧美外企大量缺口的技术栈课程正在连载更新中，以优惠价格发售，早买早优惠哦~,1031,165,166.0,2
1209427907,Python电商数据分析师零基础入门,锐亚数据学院,https://edu-image.nosdn.127.net/501c31b9101d4d4fa462e9ac0a64e12e.jpg?imageView&quality=100&crop=0_0_879_495,python电商数据分析入门最佳教程,420,11,99.0,3
1209432899,Python量化交易投资之一技术分析,乐学偶得,https://edu-image.nosdn.127.net/1a661a2b57404806bc23e6e3f9d75ebb.png?imageView&quality=100&crop=0_4_899_495,"本课程为乐学偶得推出的250+Python量化交易连载课程，正在连载更新中~课程特色1.零基础入门,讲解细致,是无需编程与金融基础的朋友轻松入门的系统学习材料2.理论与实战齐头并进,介绍大量国内外主流量化策略的实施与前沿用法,并介绍国内外多个主流量化与研究平台与接口，不仅能学到，更能用到3.内容夯实，理性，客观，有深度，以数据说话课程大纲如下：1.技术分析简介（包括TA-Lib介绍，Python中的pandas，numpy等对时间序列的运用）2.常见技术分析指标介绍（包括MACD,KDJ,BOLL,DMI,RSI,ROC,OBV,BIAS,PSY,ARBR,DMI,ADX等常见指标的代码构建与分析）3依赖技术指标的常见策略介绍（包括波浪理论，乖离率等买卖点编程自动判断与回测实施）",800,153,299.0,2
1209415807,Python电商数据分析师实战课程,锐亚数据学院,https://edu-image.nosdn.127.net/6d91dfb384df4ce089d92e5101db80e4.jpg?imageView&quality=100&crop=0_0_879_495,《2019全新电商数据分析实战教程》分为python基础、店铺常识以及数据分析三部分，以其代表性企业淘宝为例，并综合对比了“猫拼狗”（淘宝天猫、拼多多、京东）三家企业的优劣，从多个维度进行了分析。✔︎第一部分：python基础知识。python这门编程语言非常接近自然语言，哪怕是从来都没有学习过编程的人，也能够在短时间内入门，而入门便可以学会课程中的内容了，也就足够我们去进行分析了。✔︎第二部分：店铺的基本常识和注意事项。课程着重对细节部分进行了阐述，使得电商新手也能轻松学会。该部分包含了店铺定位、店铺推广、店铺竞争力、商品优势，以及目标客户、购物心理等，从多方位进行了分析，帮助大家在这三个核心要素（店铺、商品、客户）上建立起一套自己的方法论。✔︎第三部分：数据分析是要通过图形来直观展示的。我们使用可视化工具库对用户数据进行图形化展示。通过用户的购买次数和购买金额，我们可以得知该用户的活跃度和潜力值；通过对用户交易时间的分析，可以得出什么时间点的交易量最大。依据这些我们就可以对用户进行划分，达到我们精准营销的目的，让自己的钱都花在刀刃上。✔︎锐亚数据分析官方学习群：546567603,440,103,588.0,2
1209405919,一次搞定Java入门-高薪全栈+安卓,乐学偶得,https://edu-image.nosdn.127.net/345d0575a8564d67ba272656ab6822c9.png?imageView&quality=100&crop=0_0_900_499,"本课荣获：网易云课堂2019IT类目年度好课2019细分领域最值得推荐的好课课程由国际教研联合开发，乐学偶得拥有完全的知识产权与著作权全新录制,采用2020企业主流实战技术栈与相应工具(IntelliJIDEA/Maven/SSM/SSM/SpringBoot/Java11)+真实企业项目逐行现场构建，逐行细致讲解1.零基础(流程控制,异常处理,面向对象,IO流,多线程反射,XML等)2.JavaWeb(HTML5,CSS3,JavaScript,MySQL,JDBC连接池,Servlet,JSP,AJAX,jQuery,Bootstrap等)3.主流框架实战（SSH(Struts,Spring,Hibernate)SSM(SpringMVC,Spring,MyBatis),SpringBoot,SpringCloud等)4.实战项目乐学偶得商城+乐学偶得题库App课程特色与时俱进课程全部为19-20年最新高清录制,采用与时俱进的先进技术，拒绝N年前的老视频与过时技术经验丰富教研团队均有十年以上行业经验,并聘请世界500强Java招聘考官把关，拒绝半路出家与素质低下讲师配套完善原创配套笔记+练习+真实项目逐行讲解,在日常复习同时,就能直接准备笔面试,并储备项目经验,踏上高薪之路真实项目手把手教现场构建商城，App等真实项目，逐行打代码，逐行细致讲解",2876,830,249.0,2
1209406877,Kali Linux白帽黑客渗透测试运维,乐学偶得,https://edu-image.nosdn.127.net/b4905d181cd64f8ba9855788b89f2990.jpg?imageView&quality=100&crop=0_0_1280_720,本课程通过介绍KaliLinux，详细介绍了网络渗透测试的入门操作，课程特色在于较为详细，从零基础的KaliLinux安装开始讲起，逐步操作与演示。课程分为以下几个部分：1.网络运用渗透测试简介2.KaliLinux的安装，实验环境配置与在网络应用渗透测试的运用（包括Kali_Linux配置，CMS扫描与识别，网络应用代理，网络应用爬虫与暴力破解目录等）3.网络服务端侦查与建档4.网络应用的鉴定与漏洞扫描5.注入式攻击侦查6.XSS漏洞修补鉴证7.AJAX/HTML5与客户端进攻与防护8.自动化扫描,533,65,299.0,3
1209407811,零基础入门计算机视觉Python,乐学偶得,https://edu-image.nosdn.127.net/e04606de7de44cdd959562a8d794e002.jpg?imageView&quality=100&crop=0_0_1280_720,"车牌识别，人脸认证，医疗诊断，自动驾驶......论AI真正大量落地的运用领域，非计算机视觉莫属。前谷歌的CEO施密特曾说过:“如果有人给你在火箭上提供了一个位置，那么，别管位置好坏，先上去再说”。我们如何抓住人工智能浪潮中这一技术机会呢？如何快速入门了解计算机视觉与上手其运用呢？本课程为连载课程，共计500节课左右，正在连载更新中~课程特色在于Python使用常见的计算机视觉相关库，并通过相关功能的实现了解计算机视觉常见的算法与原理，在帮助大家打好Python与算法基础的同时，采用真实图像与视频项目进行实操分析与运用，大纲如下：1.图像处理（包括相关库安装与基本图像处理操作）预计50节课左右2.过滤处理与特征提取（包括图像过滤，高斯模糊，边缘检测等）预计50节课左右3.高级图像特征检测（oFAST检测,rBRIEF方法）预计100节课左右4.图像分割（轮廓检测,分水岭算法）预计100节课左右5.机器学习与神经网络的运用（逻辑回归，支持向量机，K近邻，MNIST分类等）预计100节课左右6.计算机视觉进阶（OpenCV,HaarCascade,SIFT,KCF,LK追踪）预计100节课左右",2779,196,159.0,2
1209404813,Python股票量化投资策略与交易,乐学偶得,https://edu-image.nosdn.127.net/40224a31ae974e728e7261137ca1db6d.png?imageView&quality=100&crop=0_0_899_499,"本课程为乐学偶得推出的800+Python量化交易连载课程，正在连载更新中~课程特色1.零基础入门,现场逐行打代码逐行细致讲解,是无需编程与金融基础的朋友轻松入门的系统学习材料2.理论与实战齐头并进,介绍大量国内外主流量化策略的实施与前沿用法,并介绍国内外多个主流量化与研究平台与接口，不仅能学到，更能用到3.内容夯实，理性，客观，有深度，以数据说话课程大纲如下：0.新课超值赠送100+节Fintech初探与基本面分析课程已经更新完毕1.Python快速入门与专业金融投资方面的使用预计100节课左右2.金融时间序列分析与相关库的使用预计100节课左右3.量化平台介绍预计100节课左右4.投研数据介绍预计100节课左右5.常见策略介绍与代码实现预计100节课左右6交易与投研之禅预计100节课左右7前沿理论更新与未来展望预计100节课左右",1893,296,599.0,2
1209389836,Python编程进阶算法数据结构面试,乐学偶得,https://edu-image.nosdn.127.net/f634adcba8444bc181db6618658985d0.png?imageView&quality=100&crop=0_1_900_498,"我们总听到：“科班与非科班的差距”，“程序员35岁裁员危机”，“为什么不招收培训班出身的程序员”等等言论。学好编程，真的像传说中的那么难吗？其实真的不难，只是没有“捷径”可走，需要下苦功夫而已。我们深知：忽悠式速成走的捷径，最终，会在生命中的某一个时刻反噬过来，可能是35岁的一次裁员潮，可能是一次重要的项目因为基础问题而犯下大错，可能是与一次升职的机会失之交臂学好编程，需要大量的练习与扎实的算法，数据结构基础与程序设计思想的养成。本课程为乐学偶得推出连载课程，特色在于专注系统的介绍Python进阶与高阶内容与配套大量乐学偶得独家教研的原创练习与讲解，力争弥补“非科班出身”与“科班”系统训练的差距，让您学的更深。正在连载更新中~1.Python进阶之路:包括PythonOOP面向对象编程,静态与动态类型,错误处理等进阶概念讲解2.大量原创基础巩固配套练习题与配套视频讲解:包括sys,格式输出,逻辑判断,限定输入等3.重难点概念辨析:包括比特级运算,循环引用,面向对象探讨,空值探讨,资源分配与释放,多线程与多进程等4.数据结构与算法:包括概念讲解与大厂经典算法笔面试题讲解等",2830,339,159.0,2
1209370851,Python啥都行（行业应用连载）,乐上轻至,https://edu-image.nosdn.127.net/9d87d3d1eacf4b63bf92fbf5ac5679d9.jpg?imageView&quality=100&crop=0_0_2200_1238,"课程主要分为4部分,课程讲解案例全部来自企业内训真实需求：第1章：cutecharts手绘风格图表第2章：Python数据库操作第3章：Selenium自动登录B站第4章：Robot自动测试框架",1175,22,9.0,3
1209344833,SQL数据库入门(Java安卓基础),乐学偶得,https://edu-image.nosdn.127.net/7108b35180874538852ac97f41571a7e.png?imageView&quality=100&crop=0_4_899_492,乐学偶得推出《SQL数据库零基础入门》系列连载课程，内容满满，通过实例让您快速、高效掌握SQL的基础操作包括：SQL入门（包括基础语法，表的概念介绍，创建与删除，常见数据类型与约束等）查询入门（包括select，where，算数，比较运算与逻辑运算等）聚合与排序（包括聚合查询，对表分组，聚合结果指定条件与排序）数据更新（insert插入，delete删除，update更新，事务的创建和执行）复杂查询（视图，子查询，关联子查询）函数，谓词，case表达式（算数函数，字符串函数，日期函数，转换函数）表的运算（并，交，加集），表的连接（内，外，交叉连接）,1184,57,88.0,2
1209331955,零基础Python玩Fintech金融量化,乐学偶得,https://edu-image.nosdn.127.net/43f073497d45419e80d76ffba45275a1.png?imageView&quality=100&crop=0_0_900_500,"下拉↓2000+更多入门+全栈+金融量化+爬虫+自动办公系列好课(合辑限时立减654，课程可单独购买)Python你在学，别人也在学，最终Python你会，别人也会如何脱颖而出不可替代？唯有脚踏实地,左手专业知识,右手前沿科技做复合型人才打造属于你不可替代的竞争力你准备好了吗？课程由乐学偶得国际团队精心自主教研,将传统高薪金融Finance与现代编程前沿科技Technology结合,涉及经济分析,金融建模,投行分析量化方法等应用领域,是国内稀缺教程帮大家建立起系统的金融知识体系熟悉编程手段在金融领域的运用本课程共计825节课左右,连载更新中,会逐步涨价,早加入早优惠哦~大纲如下0.附赠Fintech系列课程《Fintech入门》部分1.Python经济学2.Python量化方法(统计学,决策树)3.Python组合管理(无套利,多因素模型)4.Python股票估值(CAPM,WACC,DDM)5.Python项目投研(地产,PE,VC,商品)6.Python财务(资本结构与配置,报表质量,现金流)7.Python投行项目投研(资本预算决定,分红与回购,M&A)8.Python固定收益类资产估值(YTM,CIR/V/H&L,二叉树构建)9.Python衍生品估值(期货,期权,二叉树,BSM模型)",3090,442,159.0,2
1209346808,Python入门数据科学机器学习算法,乐学偶得,https://edu-image.nosdn.127.net/f472437165934f7e8f1224be8bc6a29f.png?imageView&quality=100&crop=1_0_876_480,"人工智能浪潮袭来，我们非常容易在强大别人封装好的机器学习相关库和分析工具的掩盖下，陷入只花几小时速成AI工程师，只需几天摇身一变数据科学家的幻觉我们深知：忽悠式速成走的捷径，最终，会在生命中的某一个时刻反噬过来，可能是35岁的一次裁员潮，可能是一次重要的项目因为基础问题而犯下大错，可能是与一次升职的机会失之交臂“拿数据，跑数据，调调参”，“炼丹”看结果你能做，别人，也能做归根到底，一个人的核心竞争力还是在于对原理与业务的深刻理解本课程共计500节课左右,正在连载更新中~课程独家原创用PurePython实现所有常用数据科学与机器学习算法，在帮助大家打好Python与算法基础的同时，采用Kaggle等真实数据进行实操分析与运用，大纲如下：1.数据准备（包括数据读取,特征缩放,基准模型）预计100节课左右2.线性模型（包括简单线性回归,多元线性回归,逻辑回归,感知器）预计100节课左右3.非线性模型（分类与回归树,朴素贝叶斯,K近邻,反向传播）预计150节课左右4.集成算法（自主聚合法,随机森林,层叠泛化）预计150节课左右打好基础，掌握原理，打造你不可替代的竞争力欢迎加入~",2895,494,159.0,2
1209345808,Python全栈Flask/Django/小程序,乐学偶得,https://edu-image.nosdn.127.net/361a1e251af74a93b1a01fffb5b10104.png?imageView&quality=100&crop=0_0_900_500,互联网更新迭代速度极快，市场上需要大量能快速开发，“一人顶仨”的全栈人才那么如何一人搭建起可用的网站和应用呢？如何从“套框架”的萌新到深度理解全栈原理的工程师呢？最好的方法就是动手做一遍本课程以实战案例为主，通过巧妙的设计，将各类全栈架构必备知识点的按照难度循序渐进进行讲解并贯穿到各类真实项目的搭建过程中，让大家在学习的过程中直接上手商业化项目：1.通过纯Python搭建与基础概念讲解让大家对互联网应用有基础的认识2.通过Flask迷你框架的实战介绍让大家了解框架的各类组件，并DIY架设并上线网站应用3.通过Django重型框架的的实战介绍让大家了解商业化网站的架设逻辑与方法，并上线网站应用4.前端BootStrap、SemanticUI等框架与前后端分离在商业化项目中的应用等课程会一边介绍基础知识，一边将基础知识运用到网站建设中，包括Flask/Django的商业网站搭建与微信小程序后台的编写实战，欢迎大家加入哦~,2931,783,159.0,2
1209337904,Python必刷面试题&面试技巧,乐上轻至,https://edu-image.nosdn.127.net/64b614428097463fa8cc9bfdda76306f.jpg?imageView&quality=100&crop=0_0_2200_1238,"课程主要分为5个章节,课程讲解案例全部来自企业内训真实需求第1章：核心语法面试题第2章：数据分析与可视化面试题第3章：机器学习面试题第4章：简答题汇总第5章：非技术性面试注意事项",1928,22,9.0,3
1006464019,实用Excel操作与VBA财务金融建模,乐学偶得,https://edu-image.nosdn.127.net/c586314f832547eca9afe82d1b030a45.png?imageView&quality=100&crop=0_0_900_499,"本课程为连载课程。无论是零基础的小白还是金融从业者，本课程都是您学习金融建模，财务建模,VBA定制函数编写，程序编写的不错的选择，帮助您真正地学懂，让您马上就能把新学的技能在职场中秀出来，让面试官、领导眼前一亮！更加高级的金融建模与运用数据科学，机器学习等前沿方法，进行宏观经济分析，特定行业投研，公司财务分析与量化策略实施，欢迎点击下图，继续学习《零基础Python入门编程全栈量化AI》系列。或者关注公众号：乐学Fintech会有课程内容，代码与前沿知识更新。",2182,326,179.0,2
